policy_id,customer_id,agent_id,policy_type,sum_assured,premium_amount,premium_frequency,start_date,end_date,status
POL000256,CUST003231,AGT0038,Whole Life,1500000,7381.05,Quarterly,2024-11-22,2039-11-22,Active
POL000257,CUST003108,AGT0026,Money Back,10000000,163515.59,Half-Yearly,2022-02-11,2052-02-11,Active
POL000258,CUST001973,AGT0043,Term,1000000,2612.5,Monthly,2025-05-15,2035-05-15,Matured
POL000259,CUST003647,AGT0007,ULIP,1000000,10951.35,Half-Yearly,2025-02-16,2045-02-16,Matured
POL000260,CUST001363,AGT0053,ULIP,5000000,8214.62,Monthly,2021-09-07,2051-09-07,Active
POL000261,CUST001363,AGT0032,Term,1000000,7506.41,Quarterly,2023-11-23,2053-11-23,Active
POL000262,CUST003888,AGT0001,Endowment,1000000,29436.85,Yearly,2025-07-03,2040-07-03,Active
POL000263,CUST003698,AGT0037,Term,5000000,112178.88,Yearly,2023-03-20,2048-03-20,Active
POL000264,CUST003479,AGT0025,Endowment,5000000,144088.27,Yearly,2025-03-25,2055-03-25,Matured
POL000265,CUST003003,AGT0016,ULIP,1500000,15701.58,Half-Yearly,2025-06-25,2050-06-25,Matured
POL000266,CUST003003,AGT0056,ULIP,5000000,16142.81,Monthly,2025-10-10,2045-10-10,Active
POL000267,CUST002989,AGT0033,Endowment,5000000,16123.3,Quarterly,2024-12-01,2054-12-01,Matured
POL000268,CUST002989,AGT0047,Whole Life,5000000,14257.34,Monthly,2022-12-30,2042-12-30,Active
POL000269,CUST000086,AGT0040,Money Back,1000000,13613.89,Half-Yearly,2023-03-08,2048-03-08,Active
POL000270,CUST003261,AGT0042,Money Back,2000000,5331.73,Quarterly,2024-05-08,2034-05-08,Active
POL000271,CUST001998,AGT0047,ULIP,2000000,5076.7,Monthly,2024-03-03,2039-03-03,Active
POL000272,CUST000514,AGT0009,ULIP,10000000,229249.01,Yearly,2024-08-26,2034-08-26,Lapsed
POL000273,CUST001874,AGT0022,Endowment,10000000,130759.36,Half-Yearly,2024-12-06,2049-12-06,Lapsed
POL000274,CUST001874,AGT0044,Endowment,5000000,71634.96,Yearly,2023-04-06,2053-04-06,Active
POL000275,CUST001874,AGT0008,Money Back,1500000,3920.43,Monthly,2024-07-28,2034-07-28,Active
POL000276,CUST002763,AGT0016,Term,5000000,159557.05,Yearly,2026-02-02,2036-02-02,Lapsed
POL000277,CUST002763,AGT0008,Money Back,1000000,2456.85,Monthly,2022-10-22,2037-10-22,Active
POL000278,CUST002218,,Term,2000000,68294.84,Yearly,2024-10-26,2054-10-26,Active
POL000279,CUST000755,AGT0057,ULIP,1000000,10327.35,Half-Yearly,2021-07-24,2031-07-24,Lapsed
POL000280,CUST002788,,Term,1000000,16018.22,Yearly,2046-04-06,2026-04-06,Active
POL000281,CUST000990,AGT0036,ULIP,-2000000,10612.02,Half-Yearly,2022-06-15,2032-06-15,Active
POL000282,CUST001893,AGT0001,ULIP,500000,1621.17,Monthly,2022-05-22,2037-05-22,Active
POL000283,CUST000686,AGT0013,ULIP,500000,8945.19,Half-Yearly,2022-02-04,2052-02-04,Surrendered
POL000284,CUST001452,AGT0044,Whole Life,1000000,9818.31,Quarterly,2021-08-09,2051-08-09,Active
POL000285,CUST001987,AGT0057,Money Back,1500000,13778.66,Quarterly,2026-02-03,2056-02-03,Lapsed
POL000286,CUST001987,AGT0035,Endowment,-5000000,54551.25,Yearly,2022-08-04,2037-08-04,Active
POL000287,CUST001289,AGT0034,Term,1500000,2558.95,Monthly,2025-01-20,2045-01-20,Active
POL000288,CUST001289,AGT0059,Endowment,500000,3513.14,Quarterly,2023-10-29,2048-10-29,Surrendered
POL000289,CUST002143,AGT0043,Whole Life,10000000,335218.79,Yearly,2025-08-01,2055-08-01,Matured
POL000290,CUST002349,AGT0013,ULIP,1000000,4295.89,Quarterly,2024-11-26,2044-11-26,Lapsed
POL000291,CUST001722,AGT0046,Term,1500000,51490.83,Yearly,2025-06-12,2035-06-12,Matured
POL000292,CUST001722,AGT0034,Money Back,500000,1246.06,Monthly,2021-10-15,2051-10-15,Active
POL000293,CUST001275,AGT0049,Money Back,5000000,23096.06,Quarterly,2023-06-23,2048-06-23,Active
POL000294,CUST001115,AGT0007,Whole Life,2000000,24943.33,Yearly,2026-01-14,2051-01-14,Active
POL000295,CUST002878,AGT0019,Whole Life,5000000,62321.1,Half-Yearly,2021-10-24,2046-10-24,Lapsed
POL000296,CUST002106,AGT0038,Term,5000000,48004.24,Quarterly,2025-11-18,2035-11-18,Active
POL000297,CUST002106,AGT0004,Money Back,5000000,80444.28,Half-Yearly,2023-08-18,2038-08-18,Active
POL000298,CUST000942,AGT0028,Whole Life,1000000,2892.7,Monthly,2026-04-15,2046-04-15,Lapsed
POL000299,CUST000942,AGT0014,Money Back,5000000,76085.0,Half-Yearly,2024-07-02,2039-07-02,Active
POL000300,CUST000942,AGT0014,Term,2000000,15686.16,Quarterly,2023-02-27,2038-02-27,Active
POL000301,CUST000543,AGT0058,Money Back,10000000,9464.18,Monthly,2022-12-11,2052-12-11,Active
POL000302,CUST002802,AGT0053,ULIP,500000,9883.01,Half-Yearly,2023-05-10,2038-05-10,Surrendered
POL000303,CUST001761,AGT0017,Whole Life,500000,3495.32,Quarterly,2023-09-24,2038-09-24,Active
POL000304,CUST003854,AGT0048,Whole Life,10000000,80731.44,Half-Yearly,2021-08-08,2051-08-08,Matured
POL000305,CUST003854,AGT0054,ULIP,2000000,69413.3,Yearly,2021-12-06,2031-12-06,Active
POL000306,CUST002041,AGT0045,Whole Life,1500000,3599.51,Monthly,2022-04-17,2052-04-17,Active
POL000307,CUST002041,AGT0058,Whole Life,1000000,2427.33,Monthly,2025-11-15,2040-11-15,Active
POL000308,CUST001821,AGT0044,Term,1000000,7510.5,Half-Yearly,2023-11-27,2053-11-27,Lapsed
POL000309,CUST001821,AGT0007,Whole Life,1500000,13905.86,Half-Yearly,2024-11-02,2054-11-02,Active
POL000310,CUST003694,AGT0003,Whole Life,1000000,16023.65,Yearly,2023-12-17,2033-12-17,Active
POL000311,CUST003694,AGT0012,Whole Life,2000000,2809.89,Monthly,2023-01-03,2033-01-03,Lapsed
POL000312,CUST000776,AGT0039,Term,1000000,11571.63,Half-Yearly,2025-04-09,2050-04-09,Active
POL000313,CUST000253,AGT0010,Money Back,1000000,5656.37,Half-Yearly,2024-03-23,2039-03-23,Active
POL000314,CUST000253,AGT0004,ULIP,1500000,17895.8,Half-Yearly,2021-12-01,2036-12-01,Matured
POL000315,CUST003048,AGT0022,Endowment,1500000,2094.63,Monthly,2022-04-08,2052-04-08,Active
POL000316,CUST003537,AGT0019,Whole Life,500000,1470.94,Monthly,2025-08-09,2050-08-09,Active
POL000317,CUST000620,AGT0034,Endowment,5000000,5558.74,Monthly,2023-09-03,2043-09-03,Active
POL000318,CUST003186,AGT0007,Money Back,10000000,105555.82,Half-Yearly,2022-10-05,2037-10-05,Active
POL000319,CUST002443,AGT0008,Term,2000000,5735.2,Monthly,2021-07-27,2031-07-27,Lapsed
POL000320,CUST002646,AGT0031,Term,5000000,4414.08,Monthly,2026-04-05,2056-04-05,Lapsed
POL000321,CUST002646,AGT0059,Money Back,10000000,152841.5,Half-Yearly,2024-03-21,2049-03-21,Active
POL000322,CUST002111,AGT0031,Whole Life,5000000,98509.83,Half-Yearly,2025-08-06,2045-08-06,Active
POL000323,CUST002111,,Endowment,2000000,16715.2,Half-Yearly,2021-12-20,2051-12-20,Active
POL000324,CUST001290,AGT0020,Whole Life,1500000,24150.13,Half-Yearly,2025-08-26,2040-08-26,Active
POL000325,CUST000429,AGT0041,Whole Life,2000000,19812.34,Quarterly,2024-03-05,2054-03-05,Active
POL000326,CUST003858,AGT0025,Whole Life,2000000,64006.96,Yearly,2023-10-18,2048-10-18,Active
POL000327,CUST000820,AGT0014,ULIP,1500000,11887.21,Quarterly,2022-11-25,2047-11-25,Active
POL000328,CUST002535,AGT0049,Money Back,1000000,18505.31,Half-Yearly,2025-03-01,2055-03-01,Active
POL000329,CUST002535,AGT0035,Whole Life,1500000,8169.33,Quarterly,2024-12-31,2044-12-31,Active
POL000330,CUST001413,AGT0057,ULIP,5000000,6659.29,Monthly,2022-05-26,2047-05-26,Active
POL000331,CUST001200,AGT0014,Whole Life,5000000,47869.97,Quarterly,2025-12-01,2050-12-01,Active
POL000332,CUST001520,AGT0052,Endowment,1500000,10963.93,Quarterly,2025-07-07,2055-07-07,Active
POL000333,CUST002171,AGT0060,Whole Life,1500000,13515.34,Quarterly,2023-04-22,2048-04-22,Active
POL000334,CUST002808,AGT0006,Money Back,5000000,12619.03,Monthly,2022-01-09,2052-01-09,Lapsed
POL000335,CUST001064,AGT0048,Term,1500000,28460.16,Half-Yearly,2026-02-11,2036-02-11,Active
POL000336,CUST000683,AGT0058,Endowment,1500000,21522.71,Half-Yearly,2023-10-12,2033-10-12,Active
POL000337,CUST003763,AGT0011,Whole Life,1500000,14322.91,Half-Yearly,2021-08-19,2036-08-19,Lapsed
POL000338,CUST003763,AGT0011,Endowment,1000000,2164.1,Monthly,2026-05-23,2051-05-23,Active
POL000339,CUST001474,AGT0010,Whole Life,10000000,98209.35,Quarterly,2025-03-02,2045-03-02,Lapsed
POL000340,CUST003134,AGT0050,Term,500000,12092.2,Yearly,2023-07-07,2038-07-07,Active
POL000341,CUST003134,AGT0058,Term,5000000,137733.68,Yearly,2025-02-14,2045-02-14,Active
POL000342,CUST001344,,Whole Life,10000000,182840.58,Half-Yearly,2026-03-17,2056-03-17,Surrendered
POL000343,CUST001924,AGT0008,Endowment,1000000,15160.6,Half-Yearly,2024-01-05,2054-01-05,Matured
POL000344,CUST002390,AGT0006,Endowment,10000000,156711.23,Half-Yearly,2023-01-15,2043-01-15,Matured
POL000345,CUST002390,AGT0011,ULIP,5000000,11939.94,Monthly,2023-12-11,2048-12-11,Active
POL000346,CUST002390,AGT0002,ULIP,1500000,29595.82,Half-Yearly,2025-01-28,2040-01-28,Matured
POL000347,CUST001603,AGT0022,Endowment,500000,4473.35,Half-Yearly,2026-01-25,2041-01-25,Surrendered
POL000348,CUST001178,AGT0060,Whole Life,10000000,132691.12,Half-Yearly,2026-02-13,2036-02-13,Active
POL000349,CUST002122,AGT0025,Money Back,500000,7994.64,Yearly,2022-10-09,2042-10-09,Active
POL000350,CUST003703,AGT0051,ULIP,10000000,105019.08,Half-Yearly,2024-11-01,2049-11-01,Active
POL000351,CUST001555,AGT0018,ULIP,1000000,13285.74,Half-Yearly,2025-12-10,2045-12-10,Active
POL000352,CUST003114,AGT0002,Whole Life,10000000,179221.87,Half-Yearly,2025-02-20,2035-02-20,Matured
POL000353,CUST001901,AGT0052,Term,1000000,5300.41,Quarterly,2023-08-28,2033-08-28,Active
POL000354,CUST001901,AGT0022,Endowment,500000,1320.55,Monthly,2023-11-20,2033-11-20,Lapsed
POL000355,CUST002082,AGT0043,Money Back,500000,14465.04,Yearly,2023-07-01,2038-07-01,Active
POL000356,CUST002082,AGT0048,Term,5000000,12968.51,Monthly,2023-07-26,2033-07-26,Active
POL000357,CUST000018,AGT0014,Endowment,500000,957.88,Monthly,2023-11-07,2033-11-07,Lapsed
POL000358,CUST000018,AGT0031,Term,10000000,196121.49,Yearly,2023-11-22,2033-11-22,Active
POL000359,CUST000634,AGT0056,Whole Life,5000000,93209.52,Yearly,2022-05-28,2037-05-28,Lapsed
POL000360,CUST000634,AGT0017,Term,2000000,2064.46,Monthly,2023-05-16,2038-05-16,Surrendered
POL000361,CUST002382,AGT0012,Money Back,5000000,12952.52,Monthly,2022-07-29,2037-07-29,Active
POL000362,CUST003622,AGT0019,Endowment,1000000,14023.31,Half-Yearly,2021-08-01,2046-08-01,Active
POL000363,CUST003622,AGT0042,Endowment,2000000,32063.29,Half-Yearly,2025-12-09,2045-12-09,Active
POL000364,CUST003816,AGT0058,ULIP,1500000,1481.07,Monthly,2025-09-23,2040-09-23,Active
POL000365,CUST003816,AGT0029,Term,5000000,12592.1,Monthly,2023-09-15,2048-09-15,Matured
POL000366,CUST002353,AGT0005,Term,1500000,23206.71,Half-Yearly,2026-02-19,2056-02-19,Active
POL000367,CUST000112,AGT0032,ULIP,2000000,42226.6,Yearly,2022-11-27,2042-11-27,Active
POL000368,CUST001469,AGT0030,Endowment,1000000,2820.25,Quarterly,2023-04-25,2053-04-25,Active
POL000369,CUST002374,AGT0049,ULIP,2000000,47130.58,Yearly,2022-10-24,2047-10-24,Active
POL000370,CUST002374,AGT0056,Whole Life,2000000,16823.98,Quarterly,2021-12-24,2031-12-24,Active
POL000371,CUST003510,AGT0012,Whole Life,1500000,50611.88,Yearly,2026-01-31,2036-01-31,Lapsed
POL000372,CUST000239,AGT0022,Endowment,1000000,1811.56,Monthly,2022-05-30,2032-05-30,Active
POL000373,CUST002238,AGT0018,Whole Life,2000000,34893.34,Half-Yearly,2023-12-04,2038-12-04,Matured
POL000374,CUST002824,AGT0032,Whole Life,5000000,115266.14,Yearly,2021-12-09,2046-12-09,Matured
POL000375,CUST001066,AGT0039,Term,1500000,4823.56,Monthly,2024-09-12,2034-09-12,Lapsed
POL000376,CUST001066,AGT0001,ULIP,1000000,34108.66,Yearly,2021-09-21,2036-09-21,Active
POL000377,CUST001066,AGT0028,ULIP,10000000,144568.86,Half-Yearly,2023-01-29,2038-01-29,Lapsed
POL000378,CUST002444,,Money Back,1000000,10116.46,Half-Yearly,2023-05-14,2053-05-14,Active
POL000379,CUST002675,AGT0016,ULIP,5000000,4388.04,Monthly,2025-11-27,2050-11-27,Active
POL000380,CUST002675,AGT0031,Endowment,1500000,21762.11,Half-Yearly,2037-12-28,2022-12-28,Matured
POL000381,CUST003200,AGT0021,Money Back,1500000,23212.41,Half-Yearly,2024-07-30,2054-07-30,Matured
POL000382,CUST003200,AGT0037,Money Back,1000000,8599.91,Quarterly,2023-03-27,2053-03-27,Active
POL000383,CUST002324,AGT0021,Term,1500000,2690.54,Monthly,2021-09-24,2051-09-24,Active
POL000384,CUST002107,AGT0013,Whole Life,-2000000,12007.76,Half-Yearly,2021-10-24,2051-10-24,Active
POL000385,CUST002105,AGT0016,ULIP,10000000,177165.92,Half-Yearly,2023-03-13,2038-03-13,Active
POL000386,CUST002105,AGT0036,Endowment,10000000,103425.32,Half-Yearly,2025-08-14,2035-08-14,Active
POL000387,CUST003605,AGT0053,ULIP,1500000,21107.35,Half-Yearly,2024-03-12,2049-03-12,Active
POL000388,CUST001785,AGT0057,Endowment,5000000,7861.91,Monthly,2025-05-31,2055-05-31,Active
POL000389,CUST001785,AGT0045,Endowment,5000000,43616.99,Half-Yearly,2025-06-20,2055-06-20,Active
POL000390,CUST000420,AGT0042,Term,1500000,5370.67,Quarterly,2022-10-07,2042-10-07,Active
POL000391,CUST000420,AGT0029,Whole Life,500000,16636.95,Yearly,2024-01-31,2044-01-31,Surrendered
POL000392,CUST000138,AGT0018,Money Back,1000000,32753.85,Yearly,2024-05-06,2054-05-06,Active
POL000393,CUST000186,AGT0021,Endowment,10000000,185428.83,Yearly,2026-03-31,2056-03-31,Active
POL000394,CUST002415,AGT0047,Term,500000,10532.33,Yearly,2021-11-07,2041-11-07,Active
POL000395,CUST002415,AGT0021,Whole Life,5000000,146949.25,Yearly,2022-03-07,2032-03-07,Active
POL000396,CUST002415,AGT0057,Money Back,500000,6742.13,Half-Yearly,2023-07-01,2043-07-01,Active
POL000397,CUST002797,AGT0011,Endowment,2000000,2366.22,Monthly,2021-08-03,2031-08-03,Active
POL000398,CUST003773,AGT0049,Endowment,500000,5036.19,Half-Yearly,2025-01-11,2045-01-11,Active
POL000399,CUST003773,AGT0026,Term,2000000,4290.06,Monthly,2023-05-18,2048-05-18,Active
POL000400,CUST001789,AGT0056,Money Back,500000,7385.91,Yearly,2026-01-14,2041-01-14,Lapsed
POL000401,CUST003121,AGT0015,Endowment,500000,482.27,Monthly,2022-02-24,2052-02-24,Lapsed
POL000402,CUST001095,AGT0021,Term,1000000,9658.16,Quarterly,2024-06-21,2039-06-21,Active
POL000403,CUST000975,AGT0045,Whole Life,500000,6191.7,Half-Yearly,2023-11-28,2053-11-28,Lapsed
POL000404,CUST003163,AGT0001,Term,500000,677.71,Monthly,2023-06-27,2038-06-27,Active
POL000405,CUST000808,AGT0001,Term,5000000,27394.31,Quarterly,2025-10-05,2045-10-05,Active
POL000406,CUST002669,AGT0013,Money Back,1500000,18994.79,Half-Yearly,2023-09-03,2043-09-03,Active
POL000407,CUST002669,AGT0008,Money Back,1500000,7429.4,Quarterly,2024-10-04,2044-10-04,Active
POL000408,CUST000390,AGT0025,Whole Life,500000,8068.85,Yearly,2025-10-11,2050-10-11,Active
POL000409,CUST003474,AGT0057,Endowment,1000000,17493.95,Half-Yearly,2025-07-12,2055-07-12,Lapsed
POL000410,CUST003474,AGT0037,Money Back,1500000,17446.54,Yearly,2023-07-30,2043-07-30,Active
POL000411,CUST000068,AGT0012,ULIP,1000000,1608.09,Monthly,2023-01-10,2053-01-10,Active
POL000412,CUST000068,AGT0026,ULIP,1000000,31599.08,Yearly,2024-08-19,2049-08-19,Active
POL000413,CUST000462,AGT0016,Endowment,2000000,33850.1,Half-Yearly,2026-01-12,2051-01-12,Lapsed
POL000414,CUST000240,AGT0060,Term,500000,1488.12,Monthly,2021-09-19,2031-09-19,Matured
POL000415,CUST000354,AGT0042,Whole Life,2000000,6458.49,Quarterly,2024-12-15,2054-12-15,Active
POL000416,CUST000084,AGT0020,Whole Life,10000000,15332.8,Monthly,2022-04-26,2042-04-26,Lapsed
POL000417,CUST002651,AGT0052,Term,1500000,17780.87,Half-Yearly,2022-01-15,2037-01-15,Matured
POL000418,CUST002651,AGT0047,Endowment,500000,7618.72,Yearly,2024-09-26,2034-09-26,Active
POL000419,CUST002471,AGT0031,Money Back,10000000,90510.03,Half-Yearly,2022-12-28,2052-12-28,Lapsed
POL000420,CUST001694,AGT0032,Endowment,1000000,30340.58,Yearly,2024-11-24,2034-11-24,Active
POL000421,CUST000294,AGT0005,Whole Life,2000000,4550.47,Monthly,2025-11-28,2040-11-28,Active
POL000422,CUST000218,AGT0043,ULIP,10000000,160809.59,Yearly,2023-06-12,2043-06-12,Active
POL000423,CUST000218,AGT0003,ULIP,1000000,34310.62,Yearly,2026-04-28,2041-04-28,Surrendered
POL000424,CUST000218,AGT0048,Money Back,2000000,67517.83,Yearly,2023-11-07,2053-11-07,Lapsed
POL000425,CUST003750,AGT0011,ULIP,500000,5921.93,Half-Yearly,2026-01-22,2056-01-22,Active
POL000426,CUST002153,AGT0027,ULIP,10000000,49053.34,Quarterly,2024-12-04,2054-12-04,Active
POL000427,CUST000792,AGT0044,Whole Life,1500000,24764.55,Half-Yearly,2022-10-04,2047-10-04,Active
POL000428,CUST002564,AGT0039,Whole Life,10000000,208098.66,Yearly,2024-03-07,2054-03-07,Active
POL000429,CUST002564,AGT0035,ULIP,1000000,14681.96,Half-Yearly,2025-08-21,2045-08-21,Active
POL000430,CUST003962,AGT0054,Endowment,500000,3495.47,Quarterly,2022-02-16,2042-02-16,Active
POL000431,CUST003962,AGT0053,Endowment,5000000,43425.71,Quarterly,2022-11-14,2037-11-14,Active
POL000432,CUST001836,AGT0017,Term,5000000,10661.28,Monthly,2024-07-10,2054-07-10,Active
POL000433,CUST003045,AGT0054,Endowment,10000000,123377.0,Half-Yearly,2025-10-13,2040-10-13,Active
POL000434,CUST003045,AGT0027,ULIP,5000000,82860.71,Yearly,2026-02-25,2051-02-25,Active
POL000435,CUST001278,AGT0013,Term,1000000,8757.62,Quarterly,2026-02-21,2051-02-21,Matured
POL000436,CUST002477,AGT0020,Money Back,500000,4684.41,Quarterly,2022-05-19,2047-05-19,Lapsed
POL000437,CUST002477,AGT0053,Endowment,2000000,13129.5,Quarterly,2025-02-26,2045-02-26,Active
POL000438,CUST002318,AGT0044,Term,500000,675.53,Monthly,2024-06-13,2044-06-13,Lapsed
POL000439,CUST001730,AGT0001,ULIP,2000000,76692.48,Yearly,2023-10-23,2033-10-23,Lapsed
POL000440,CUST003715,AGT0038,ULIP,1500000,12190.09,Half-Yearly,2025-08-18,2050-08-18,Active
POL000441,CUST003598,AGT0023,Money Back,5000000,196552.02,Yearly,2025-03-03,2035-03-03,Active
POL000442,CUST003598,AGT0028,Term,1500000,48881.31,Yearly,2022-04-28,2047-04-28,Lapsed
POL000443,CUST002552,AGT0049,Money Back,1500000,2674.88,Monthly,2021-07-09,2046-07-09,Surrendered
POL000444,CUST003631,AGT0046,Whole Life,1500000,1561.12,Monthly,2022-12-10,2052-12-10,Lapsed
POL000445,CUST003631,AGT0003,Term,2000000,17241.36,Half-Yearly,2021-08-09,2046-08-09,Surrendered
POL000446,CUST003562,AGT0044,Money Back,10000000,71028.79,Quarterly,2021-10-02,2046-10-02,Active
POL000447,CUST002376,AGT0045,Term,5000000,10442.57,Monthly,2024-10-14,2049-10-14,Active
POL000448,CUST002913,AGT0032,Money Back,10000000,137849.16,Half-Yearly,2022-09-12,2032-09-12,Lapsed
POL000449,CUST002979,AGT0008,Whole Life,1500000,2338.57,Monthly,2025-04-17,2040-04-17,Active
POL000450,CUST000706,AGT0048,Term,1000000,17471.28,Yearly,2025-08-14,2050-08-14,Active
POL000451,CUST003133,AGT0044,Endowment,2000000,15480.33,Half-Yearly,2025-08-01,2035-08-01,Active
POL000452,CUST003133,AGT0008,Money Back,2000000,68505.11,Yearly,2022-12-17,2037-12-17,Matured
POL000453,CUST001051,AGT0045,Endowment,1000000,1928.58,Monthly,2024-01-05,2054-01-05,Active
POL000454,CUST003152,AGT0028,Money Back,10000000,18798.95,Monthly,2025-01-26,2045-01-26,Active
POL000455,CUST003235,AGT0023,Whole Life,500000,745.14,Monthly,2025-06-19,2035-06-19,Matured
POL000456,CUST000273,AGT0012,Money Back,1000000,893.61,Monthly,2024-08-14,2039-08-14,Active
POL000457,CUST003692,AGT0051,Whole Life,10000000,133605.27,Half-Yearly,2025-05-31,2055-05-31,Active
POL000458,CUST003213,AGT0009,Money Back,2000000,2827.91,Monthly,2025-05-15,2035-05-15,Active
POL000459,CUST002982,AGT0034,Whole Life,500000,1054.41,Monthly,2022-02-09,2042-02-09,Active
POL000460,CUST002982,AGT0021,ULIP,5000000,7958.47,Monthly,2025-10-04,2055-10-04,Lapsed
POL000461,CUST002877,AGT0012,Whole Life,1000000,24348.26,Yearly,2023-04-08,2038-04-08,Active
POL000462,CUST002877,AGT0033,Whole Life,5000000,5993.07,Monthly,2025-01-03,2055-01-03,Active
POL000463,CUST000592,AGT0049,Term,2000000,4497.45,Monthly,2025-07-17,2055-07-17,Active
POL000464,CUST003343,AGT0056,ULIP,1000000,11790.19,Yearly,2024-04-04,2044-04-04,Active
POL000465,CUST003376,AGT0056,Whole Life,500000,5430.82,Half-Yearly,2022-09-16,2037-09-16,Active
POL000466,CUST003171,AGT0011,Endowment,2000000,58762.46,Yearly,2022-12-20,2052-12-20,Lapsed
POL000467,CUST002875,AGT0005,Money Back,1500000,2872.78,Monthly,2023-05-05,2048-05-05,Active
POL000468,CUST002504,AGT0042,Endowment,10000000,91608.41,Half-Yearly,2025-12-07,2035-12-07,Active
POL000469,CUST000640,AGT0031,ULIP,1500000,28184.85,Half-Yearly,2026-04-19,2056-04-19,Matured
POL000470,CUST000640,AGT0032,Money Back,2000000,12039.92,Quarterly,2023-08-03,2048-08-03,Active
POL000471,CUST000980,AGT0018,Money Back,5000000,7311.58,Monthly,2024-06-15,2054-06-15,Active
POL000472,CUST000980,AGT0059,ULIP,5000000,24239.44,Quarterly,2021-12-23,2051-12-23,Matured
POL000473,CUST000980,AGT0022,Endowment,5000000,97925.55,Half-Yearly,2021-07-29,2036-07-29,Active
POL000474,CUST000936,AGT0040,Whole Life,1500000,45135.81,Yearly,2026-02-17,2046-02-17,Active
POL000475,CUST001645,AGT0035,Endowment,10000000,76532.75,Quarterly,2025-05-05,2045-05-05,Active
POL000476,CUST001645,AGT0047,Money Back,1500000,41178.71,Yearly,2024-09-13,2039-09-13,Active
POL000477,CUST002753,AGT0022,ULIP,10000000,69859.84,Quarterly,2023-05-13,2038-05-13,Active
POL000478,CUST002753,AGT0018,Endowment,10000000,86845.07,Half-Yearly,2023-02-19,2048-02-19,Active
POL000479,CUST001317,AGT0008,Whole Life,5000000,22052.21,Quarterly,2022-10-21,2042-10-21,Active
POL000480,CUST001317,AGT0017,Whole Life,5000000,4998.5,Monthly,2022-06-24,2047-06-24,Lapsed
POL000481,CUST003629,AGT0018,Whole Life,5000000,63333.88,Half-Yearly,2023-03-28,2053-03-28,Active
POL000482,CUST003629,AGT0008,Term,2000000,4048.51,Monthly,2025-06-06,2050-06-06,Active
POL000483,CUST002985,AGT0036,Term,1500000,4426.91,Monthly,2025-01-03,2035-01-03,Active
POL000484,CUST001716,AGT0004,Endowment,500000,1399.77,Quarterly,2024-03-22,2049-03-22,Lapsed
POL000485,CUST001257,AGT0040,ULIP,5000000,57235.2,Half-Yearly,2023-02-23,2043-02-23,Active
